"","concept_code","string","string_type"
"3384",331,"Duralone","brand name"
"3385",331,"Epizolone","brand name"
"3386",331,"Excelin","brand name"
"3387",331,"Hexilon","brand name"
"3388",331,"Indrol","brand name"
"3389",331,"Intidrol","brand name"
"3390",331,"Ivepred","brand name"
"3391",331,"Lameson","brand name"
"3392",331,"Lemod","brand name"
"3393",331,"Lesol","brand name"
"3394",331,"Lexcomet","brand name"
"3395",331,"Lexxema","brand name"
"3396",331,"M-Prednihexal","brand name"
"3397",331,"Medason","brand name"
"3398",331,"Medirona","brand name"
"3399",331,"Medisolu","brand name"
"3400",331,"Medixon","brand name"
"3401",331,"Medlin","brand name"
"3402",331,"Medlone","brand name"
"3403",331,"Mednin","brand name"
"3404",331,"Medralone","brand name"
"3405",331,"Medrate","brand name"
"3406",331,"Medrol","brand name"
"3407",331,"Medrone","brand name"
"3408",331,"Melon","brand name"
"3409",331,"Melone","brand name"
"3410",331,"Menisolon","brand name"
"3411",331,"Menisone","brand name"
"3412",331,"Mepredron","brand name"
"3413",331,"Meprolone Unipak","brand name"
"3414",331,"Meproson","brand name"
"3415",331,"Mepsolone","brand name"
"3416",331,"Mepson","brand name"
"3417",331,"Mesolone","brand name"
"3418",331,"Mesurin","brand name"
"3419",331,"Methapred","brand name"
"3420",331,"Methisol","brand name"
"3421",331,"Methybon","brand name"
"3422",331,"Methylon","brand name"
"3423",331,"Methylone","brand name"
"3424",331,"Methylprednis","brand name"
"3425",331,"Methylprednisolon","brand name"
"3426",331,"Methylprednisolonum","brand name"
"3427",331,"Methyran","brand name"
"3428",331,"Meticort","brand name"
"3429",331,"Metidrol","brand name"
"3430",331,"Metilbetasone","brand name"
"3431",331,"Metilprednisolona","brand name"
"3432",331,"Metilprednizolon-H","brand name"
"3433",331,"Metipred","brand name"
"3434",331,"Metisone","brand name"
"3435",331,"Metycortin","brand name"
"3436",331,"Metypred","brand name"
"3437",331,"Metypresol","brand name"
"3438",331,"Metysolon","brand name"
"3439",331,"NEO-Drol","brand name"
"3440",331,"Nirypan","brand name"
"3441",331,"Phadilon","brand name"
"3442",331,"Predisol","brand name"
"3443",331,"Predmetil","brand name"
"3444",331,"Predni M","brand name"
"3445",331,"Predni-M-Tablinen","brand name"
"3446",331,"Prednilem","brand name"
"3447",331,"Prednol","brand name"
"3448",331,"Prednol L","brand name"
"3449",331,"Prednovare","brand name"
"3450",331,"Prednox","brand name"
"3451",331,"Pretilon","brand name"
"3452",331,"Pridol","brand name"
"3453",331,"Promedrol","brand name"
"3454",331,"Radilem","brand name"
"3455",331,"Rumaxoi","brand name"
"3456",331,"Salon H9C","brand name"
"3457",331,"Sanexon","brand name"
"3458",331,"SOL-Melcort","brand name"
"3459",331,"Solocort-ACT","brand name"
"3460",331,"Solomet","brand name"
"3461",331,"Solu Moderin","brand name"
"3462",331,"Solumedrol","brand name"
"3463",331,"Somelon","brand name"
"3464",331,"Somerol","brand name"
"3465",331,"Stenirol","brand name"
"3466",331,"Succimed","brand name"
"3467",331,"Supresol","brand name"
"3468",331,"Thimelon","brand name"
"3469",331,"Tropidrol","brand name"
"3470",331,"Unimedrol","brand name"
"3471",331,"Urbason","brand name"
"3472",331,"Vanderm","brand name"
"3473",331,"Yumerole","brand name"
"3476",333,"Midostaurin","preferred name"
"3477",333,"PKC412","code name"
"3478",333,"Rydapt","brand name"
"3479",333,"Tauritmo","brand name"
"3480",334,"Mitomycin","preferred name"
"3481",334,"mitomycin-C","generic name"
"3482",334,"MTC","generic name"
"3483",334,"Lyomit","brand name"
"3484",334,"Mitocin","brand name"
"3485",334,"Mitocyte","brand name"
"3486",334,"Mitosol","brand name"
"3487",334,"Mitozytrex","brand name"
"3488",334,"Mutamycin","brand name"
"3489",335,"Mitotane","preferred name"
"3490",335,"o,p'-DDD","generic name"
"3491",335,"Lysodren","brand name"
"3492",336,"Mitoxantrone","preferred name"
"3493",336,"mitozantrone","generic name"
"3494",336,"Nitrol","brand name"
"3495",336,"Novantron","brand name"
"3496",336,"Novantrone","brand name"
"3499",338,"Mogamulizumab","preferred name"
"3500",338,"mogamulizumab-kpkc","generic name"
"3501",338,"KW-0761","code name"
"3502",338,"Poteligeo","brand name"
"3512",341,"Motesanib","preferred name"
"3513",341,"AMG 706","code name"
"3514",342,"Moxetumomab pasudotox","preferred name"
"3515",342,"moxetumomab pasudotox-tdfk","generic name"
"3516",342,"CAT-8015","code name"
"3517",342,"HA22","code name"
"3518",342,"Lumoxiti","brand name"
"3527",346,"Nadroparin","preferred name"
"3528",346,"Fraxiparine","brand name"
"3529",346,"Fraxodi","brand name"
"3530",347,"Necitumumab","preferred name"
"3531",347,"IMC-11F8","code name"
"3532",347,"Portrazza","brand name"
"3533",348,"Nedaplatin","preferred name"
"3534",348,"nedaplat","generic name"
"3535",348,"254-S","code name"
"3536",348,"Aqupla","brand name"
"3537",348,"Jiebaishu","brand name"
"3538",349,"Nelarabine","preferred name"
"3539",349,"506U78","code name"
"3540",349,"Arranon","brand name"
"3541",349,"Atriance","brand name"
"3542",350,"Neratinib","preferred name"
"3543",350,"HKI-272","code name"
"3544",350,"Nerlynx","brand name"
"3548",352,"Nilotinib","preferred name"
"3549",352,"AMN107","code name"
"3550",352,"Tasigna","brand name"
"3551",353,"Nilutamide","preferred name"
"3552",353,"Anandron","brand name"
"3553",353,"Nilandron","brand name"
"3554",353,"Zandron","brand name"
"3555",354,"Nimustine","preferred name"
"3556",354,"ACNU","generic name"
"3557",354,"pimustine","generic name"
"3558",354,"Nidran","brand name"
"3559",355,"Nintedanib","preferred name"
"3560",355,"BIBF 1120","code name"
"3561",355,"Cyendiv","brand name"
"3562",355,"Idofnib","brand name"
"3563",355,"Nifev","brand name"
"3564",355,"Nindanib","brand name"
"3565",355,"Nintena","brand name"
"3566",355,"Nintenib","brand name"
"3567",355,"Nintib","brand name"
"3568",355,"Ofev","brand name"
"3569",355,"Vargatef","brand name"
"3570",356,"Niraparib","preferred name"
"3571",356,"MK4827","code name"
"3572",356,"Niranib","brand name"
"3573",356,"Zejula","brand name"
"3574",357,"Nivolumab","preferred name"
"3575",357,"BMS-936558","code name"
"3576",357,"MDX-1106","code name"
"3577",357,"ONO-4538","code name"
"3578",357,"Opdivo","brand name"
"3581",359,"Non-pegylated liposomal doxorubicin","preferred name"
"3582",359,"liposome-encapsulated doxorubicin citrate","generic name"
"3583",359,"NPLD","generic name"
"3584",359,"Myocet","brand name"
"3585",360,"Norethandrolone","preferred name"
"3586",360,"Nilevar","brand name"
"3587",361,"Obinutuzumab","preferred name"
"3588",361,"afutuzumab","generic name"
"3589",361,"GA101","code name"
"3590",361,"R7159","code name"
"3591",361,"RO5072759","code name"
"3592",361,"Gazyva","brand name"
"3593",361,"Gazyvaro","brand name"
"3594",362,"Octreotide","preferred name"
"3595",362,"octreotide acetate","generic name"
"3596",362,"octreotide immediate release","generic name"
"3597",362,"octreotide IR","generic name"
"3598",362,"SMS 201-995","code name"
"3599",362,"Longastatina","brand name"
"3600",362,"Octrestatin","brand name"
"3601",362,"Octride","brand name"
"3602",362,"Okeron","brand name"
"3603",362,"Proclose","brand name"
"3604",362,"Samilstin","brand name"
"3605",362,"Sandostatin","brand name"
"3606",362,"Sandostatina","brand name"
"3607",362,"Sandostatine","brand name"
"3608",363,"Octreotide LAR","preferred name"
"3609",363,"octreotide acetate for injectable suspension","generic name"
"3610",363,"octreotide long-acting release","generic name"
"3611",363,"Longastatina LAR","brand name"
"3612",363,"Sandostatin LAR","brand name"
"3613",363,"Sandostatin LAR Depot","brand name"
"3614",363,"Sandostatina LAR","brand name"
"3615",363,"Sandostatine LAR","brand name"
"3616",364,"Ofatumumab","preferred name"
"3617",364,"HuMax-CD20","code name"
"3618",364,"Arzerra","brand name"
"3619",364,"Kesimpta","brand name"
"3622",366,"Olaparib","preferred name"
"3623",366,"AZD-2281","code name"
"3624",366,"AZD2281","code name"
"3625",366,"KU-0059436","code name"
"3626",366,"Lynparza","brand name"
"3627",366,"Olanib","brand name"
"3628",366,"Olaparix","brand name"
"3629",367,"Olaratumab","preferred name"
"3630",367,"IMC-3G3","code name"
"3631",367,"LY3012207","code name"
"3632",367,"Lartruvo","brand name"
"3633",368,"Omacetaxine","preferred name"
"3634",368,"HHT","generic name"
"3635",368,"homoharringtonine","generic name"
"3636",368,"omacetaxine mepesuccinate","generic name"
"3637",368,"Omapro","brand name"
"3638",368,"Synribo","brand name"
"3639",369,"Omeprazole","preferred name"
"3640",369,"Prilosec","brand name"
"3641",370,"Onartuzumab","preferred name"
"3642",370,"MetMAb","code name"
"3643",370,"RO5490258","code name"
"3747",375,"Osimertinib","preferred name"
"3748",375,"AZD9291","code name"
"3749",375,"Osimert","brand name"
"3750",375,"Tagrisso","brand name"
"3751",375,"Tagrix","brand name"
"3754",377,"Oxaliplatin","preferred name"
"3755",377,"JM-83","code name"
"3756",377,"RP-54780","code name"
"3757",377,"SR-96669","code name"
"3758",377,"Coxatin","brand name"
"3759",377,"Curaplat","brand name"
"3760",377,"Cure-X","brand name"
"3761",377,"Dacotin","brand name"
"3762",377,"Dacplat","brand name"
"3763",377,"Eloplat","brand name"
"3764",377,"Eloxatin","brand name"
"3765",377,"Eloxatine","brand name"
"3766",377,"Oplatin","brand name"
"3767",377,"OxaLitin","brand name"
"3768",377,"Oxiplat","brand name"
"3769",377,"Oxitan","brand name"
"3770",377,"Oxzucia","brand name"
"3771",377,"Sibatin","brand name"
"3772",377,"X-Plat","brand name"
"3773",377,"Xaloplat","brand name"
"3774",377,"Xylotin","brand name"
"3775",377,"Zildox","brand name"
"3776",378,"Paclitaxel nanoparticle albumin-bound","preferred name"
"3777",378,"ab-pac","generic name"
"3778",378,"ab-paclitaxel","generic name"
"3779",378,"albumin-bound paclitaxel","generic name"
"3780",378,"nab-paclitaxel","generic name"
"3781",378,"paclitaxel protein-bound","generic name"
"3782",378,"paclitaxel protein-bound particles for injectable suspension (albumin-bound)","generic name"
"3783",378,"ABI-007","code name"
"3784",378,"Abraxane","brand name"
"3785",379,"Paclitaxel","preferred name"
"3786",379,"Abitaxel","brand name"
"3787",379,"Altaxel","brand name"
"3788",379,"Anzatax","brand name"
"3789",379,"Anzatec","brand name"
"3790",379,"Apealea","brand name"
"3791",379,"Asotax","brand name"
"3792",379,"Betaxel","brand name"
"3793",379,"Bristaxol","brand name"
"3794",379,"Britaxol","brand name"
"3795",379,"Clitaxel","brand name"
"3796",379,"Cytax","brand name"
"3797",379,"Daburex","brand name"
"3798",379,"Dalys","brand name"
"3799",379,"Drifen","brand name"
"3800",379,"Ebetaxel","brand name"
"3801",379,"Formoxol","brand name"
"3802",379,"Genetaxyl","brand name"
"3803",379,"Genexol","brand name"
"3804",379,"Gros","brand name"
"3805",379,"Ifaxol","brand name"
"3806",379,"Intaxel","brand name"
"3807",379,"Magytax","brand name"
"3808",379,"Medixel","brand name"
"3809",379,"Mitotax","brand name"
"3810",379,"Neotacs","brand name"
"3811",379,"Neotaxan","brand name"
"3812",379,"Neotaxl","brand name"
"3813",379,"Ofoxel","brand name"
"3814",379,"Oncotaxel","brand name"
"3815",379,"Onxol","brand name"
"3816",379,"Paclitax","brand name"
"3817",379,"Paclitaxin","brand name"
"3818",379,"Pacliteva","brand name"
"3819",379,"Pacxel","brand name"
"3820",379,"Padexol","brand name"
"3821",379,"Paklitaxfil","brand name"
"3822",379,"Panataxel","brand name"
"3823",379,"Parexel","brand name"
"3824",379,"Paxene","brand name"
"3825",379,"Paxenor","brand name"
"3826",379,"Paxus","brand name"
"3827",379,"Pazenir","brand name"
"3828",379,"Petaxel","brand name"
"3829",379,"Phyxol","brand name"
"3830",379,"Poltaxel","brand name"
"3831",379,"Praxel","brand name"
"3832",379,"Ribotax","brand name"
"3833",379,"Sindaxel","brand name"
"3834",379,"Taclipaxol","brand name"
"3835",379,"Tarvexol","brand name"
"3836",379,"Taxocris","brand name"
"3837",379,"Taxodiol","brand name"
"3838",379,"Taxol","brand name"
"3839",379,"Taxomedac","brand name"
"3840",379,"Taycovit","brand name"
"3841",379,"Unitaxel","brand name"
"3842",379,"Yewtaxan","brand name"
"3843",380,"Pacritinib","preferred name"
"3844",380,"SB1518","code name"
"3845",380,"Vonjo","brand name"
"3846",381,"Palbociclib","preferred name"
"3847",381,"PD-0332991","code name"
"3848",381,"Ibrance","brand name"
"3849",381,"Lucipalb","brand name"
"3850",381,"Palbace","brand name"
"3851",381,"Palbocap","brand name"
"3852",381,"Palbocent","brand name"
"3853",381,"Palbonix","brand name"
"3862",384,"Panitumumab","preferred name"
"3863",384,"ABX-EGF","generic name"
"3864",384,"clone E7.6.3","generic name"
"3865",384,"Vectibix","brand name"
"3866",385,"Panobinostat","preferred name"
"3867",385,"panobinostat lactate anhydrous","generic name"
"3868",385,"LBH589","code name"
"3869",385,"Faridak","brand name"
"3870",385,"Farydak","brand name"
"3873",387,"Pazopanib","preferred name"
"3874",387,"GW786034B","code name"
"3875",387,"Pazopater","brand name"
"3876",387,"Votrient","brand name"
"3877",388,"Pegaspargase","preferred name"
"3878",388,"peg-asparginase","generic name"
"3879",388,"PEG-L-asparaginase","generic name"
"3880",388,"pegasparaginase","generic name"
"3881",388,"Oncaspar","brand name"
"3891",391,"Peginterferon alfa-2a","preferred name"
"3892",391,"Pegasys","brand name"
"3893",392,"Peginterferon alfa-2b","preferred name"
"3894",392,"PEG-IFN alfa-2b","generic name"
"3895",392,"pegylated interferon alfa-2b","generic name"
"3896",392,"polyethylene glycol IFN-A2b","generic name"
"3897",392,"polyethylene glycol interferon alfa-2b","generic name"
"3898",392,"SCH 54031","code name"
"3899",392,"PEG-Intron","brand name"
"3900",392,"PegIntron","brand name"
"3901",392,"Sylatron","brand name"
"3902",392,"ViraferonPeg","brand name"
"3903",393,"Pegylated liposomal doxorubicin","preferred name"
"3904",393,"doxorubicin HCl liposome injection","generic name"
"3905",393,"PLD","generic name"
"3906",393,"Caelyx","brand name"
"3907",393,"Celdoxome","brand name"
"3908",393,"Doxil","brand name"
"3909",393,"Doxosome","brand name"
"3910",393,"Doxulip","brand name"
"3911",393,"i-dox","brand name"
"3912",393,"Lipodox","brand name"
"3913",393,"Lippod","brand name"
"3914",393,"Natdox","brand name"
"3915",393,"Peg-Doxorub","brand name"
"3916",393,"Pegadria","brand name"
"3917",393,"Pegdoxine","brand name"
"3918",393,"Peglidox","brand name"
"3919",393,"Zolsketil","brand name"
"3920",394,"Pembrolizumab","preferred name"
"3921",394,"lambrolizumab","generic name"
"3922",394,"MK-3475","code name"
"3923",394,"SCH 900475","code name"
"3924",394,"Keytruda","brand name"
"3925",395,"Pemetrexed","preferred name"
"3926",395,"pemetrexed disodium","generic name"
"3927",395,"Alimta","brand name"
"3928",395,"Antifol","brand name"
"3929",395,"Armisarte","brand name"
"3930",395,"Ciambra","brand name"
"3931",395,"Kabipem","brand name"
"3932",395,"Pemcure","brand name"
"3933",395,"Pemetero","brand name"
"3934",395,"Pemetra","brand name"
"3935",395,"Pemetrex","brand name"
"3936",395,"Pemex","brand name"
"3937",395,"Pemfexy","brand name"
"3938",395,"Pemgem","brand name"
"3939",395,"Pemibenz","brand name"
"3940",395,"Pemnat","brand name"
"3941",395,"Pexotra","brand name"
"3950",397,"Pentostatin","preferred name"
"3951",397,"2'-deoxycoformycin","generic name"
"3952",397,"dCF","generic name"
"3953",397,"Nipent","brand name"
"3958",400,"Pertuzumab","preferred name"
"3959",400,"2C4","code name"
"3960",400,"Rhumab 2C4","code name"
"3961",400,"Omnitarg","brand name"
"3962",400,"Perjeta","brand name"
"3978",405,"Pirarubicin","preferred name"
"3979",405,"theprubicin","generic name"
"3980",405,"THP-doxorubicin","generic name"
"3981",405,"1609-RB","code name"
"3982",405,"Pinorubicin","brand name"
"3983",405,"Pinorubin","brand name"
"3984",405,"Therarubicin","brand name"
"3985",406,"Pixantrone","preferred name"
"3986",406,"pixantrone dimaleate","generic name"
"3987",406,"BBR 2778","code name"
"3988",406,"Pixuvri","brand name"
"3992",408,"Plicamycin","preferred name"
"3993",408,"mithramycin","generic name"
"3994",408,"Mithracin","brand name"
"3997",410,"Pomalidomide","preferred name"
"3998",410,"3-amino-thalidomide","generic name"
"3999",410,"CC-4047","code name"
"4000",410,"CC4047","code name"
"4001",410,"Actimid","brand name"
"4002",410,"Ibipolid","brand name"
"4003",410,"Imnovid","brand name"
"4004",410,"Pomalid","brand name"
"4005",410,"Pomalyst","brand name"
"4006",411,"Ponatinib","preferred name"
"4007",411,"ponatinib hydrochloride","generic name"
"4008",411,"AP24534","code name"
"4009",411,"Iclusig","brand name"
"4014",414,"Pralatrexate","preferred name"
"4015",414,"Folotyn","brand name"
"4026",416,"Pravastatin","preferred name"
"4027",416,"Pravachol","brand name"
"4028",417,"Prednisolone","preferred name"
"4029",417,"delta(1)hydrocortisone","generic name"
"4030",417,"delta1-dehydro-hydrocortisone","generic name"
"4031",417,"deltahydrocortisone","generic name"
"4032",417,"metacortandralone","generic name"
"4033",417,"prednisolone acetate","generic name"
"4034",417,"prednisolone tebutate","generic name"
"4035",417,"Adnisolone","brand name"
"4036",417,"Aprednislon","brand name"
"4037",417,"Capsoid","brand name"
"4038",417,"Cortalone","brand name"
"4039",417,"Cortisolone","brand name"
"4040",417,"Cotolone","brand name"
"4041",417,"Dacortin H","brand name"
"4042",417,"Decaprednil","brand name"
"4043",417,"Decortin H","brand name"
"4044",417,"Delta-Cortef","brand name"
"4045",417,"Delta-Diona","brand name"
"4046",417,"Delta-Phoricol","brand name"
"4047",417,"Deltacortril","brand name"
"4048",417,"Deltasolone","brand name"
"4049",417,"Deltidrosol","brand name"
"4050",417,"Dhasolone","brand name"
"4051",417,"Di-Adreson-F","brand name"
"4052",417,"Dontisolon D","brand name"
"4053",417,"Estilsona","brand name"
"4054",417,"Fisopred","brand name"
"4055",417,"Frisolona","brand name"
"4056",417,"Gupisone","brand name"
"4057",417,"Hostacortin H","brand name"
"4058",417,"Hydeltra","brand name"
"4059",417,"Hydeltrasol","brand name"
"4060",417,"Klismacort","brand name"
"4061",417,"Kuhlprednon","brand name"
"4062",417,"Lenisolone","brand name"
"4063",417,"Lepi-Cortinolo","brand name"
"4064",417,"Linola-H N","brand name"
"4065",417,"Linola-H-Fett N","brand name"
"4066",417,"Longiprednil","brand name"
"4067",417,"Medicort","brand name"
"4068",417,"Meti-derm","brand name"
"4069",417,"Meticortelone","brand name"
"4070",417,"Millipred","brand name"
"4071",417,"Opredsone","brand name"
"4072",417,"Orapred","brand name"
"4073",417,"Panafcortelone","brand name"
"4074",417,"Precortisyl","brand name"
"4075",417,"Pred-Clysma","brand name"
"4076",417,"Predcor","brand name"
"4077",417,"Predeltilone","brand name"
"4078",417,"Predicort","brand name"
"4079",417,"Predni-Coelin","brand name"
"4080",417,"Predni-Helvacort","brand name"
"4081",417,"Prednicortelone","brand name"
"4082",417,"Prelone","brand name"
"4083",417,"Prenilone","brand name"
"4084",417,"Pri-Cortin","brand name"
"4085",417,"Veripred","brand name"
"4086",418,"Prednisone","preferred name"
"4087",418,"pred","generic name"
"4088",418,"Artinizona","brand name"
"4089",418,"Artrizona","brand name"
"4090",418,"Becortem","brand name"
"4091",418,"Bersen","brand name"
"4092",418,"Colisone","brand name"
"4093",418,"Cortancyl","brand name"
"4094",418,"Corticorten","brand name"
"4095",418,"Cortigen","brand name"
"4096",418,"Cortiol","brand name"
"4097",418,"Cortiprex","brand name"
"4098",418,"Cutason","brand name"
"4099",418,"Dacortin","brand name"
"4100",418,"Decortancyl","brand name"
"4101",418,"Decortin","brand name"
"4102",418,"Decortisyl","brand name"
"4103",418,"Dehydrocortison","brand name"
"4104",418,"Delcortin","brand name"
"4105",418,"Dellacorta","brand name"
"4106",418,"Delta Cortelan","brand name"
"4107",418,"Delta-Cortisone","brand name"
"4108",418,"Deltacortene","brand name"
"4109",418,"Deltacortone","brand name"
"4110",418,"Deltason","brand name"
"4111",418,"Deltasone","brand name"
"4112",418,"Deltisona","brand name"
"4113",418,"Dispersona","brand name"
"4114",418,"Drazone","brand name"
"4115",418,"Econosone","brand name"
"4116",418,"Ednaprom","brand name"
"4117",418,"Encorton","brand name"
"4118",418,"Erlanison","brand name"
"4119",418,"Flamacorten","brand name"
"4120",418,"Hostacortin","brand name"
"4121",418,"Ifison","brand name"
"4122",418,"Isolone","brand name"
"4123",418,"Lisacort","brand name"
"4124",418,"ME Korti","brand name"
"4125",418,"Meticorten","brand name"
"4126",418,"Nisocortec","brand name"
"4127",418,"Nisona","brand name"
"4128",418,"Nisone","brand name"
"4129",418,"Nizon","brand name"
"4130",418,"Nosipren","brand name"
"4131",418,"Novoprednisone","brand name"
"4132",418,"Orasone","brand name"
"4133",418,"Panafcort","brand name"
"4134",418,"Panasol-S","brand name"
"4135",418,"Pehacort","brand name"
"4136",418,"Pharmapred","brand name"
"4137",418,"Precortil","brand name"
"4138",418,"Predcort","brand name"
"4139",418,"Predeltin","brand name"
"4140",418,"Predicor","brand name"
"4141",418,"Predicorten","brand name"
"4142",418,"Predinis","brand name"
"4143",418,"Preditec","brand name"
"4144",418,"Prednax","brand name"
"4145",418,"Prednicap","brand name"
"4146",418,"Prednicen-M","brand name"
"4147",418,"Prednilonga-Retard","brand name"
"4148",418,"Predniment","brand name"
"4149",418,"Prednison","brand name"
"4150",418,"Prednisona","brand name"
"4151",418,"Prednisonum","brand name"
"4152",418,"Prednitone","brand name"
"4153",418,"Predson","brand name"
"4154",418,"Predsone","brand name"
"4155",418,"Predval","brand name"
"4156",418,"Procion","brand name"
"4157",418,"Prolix","brand name"
"4158",418,"Pronison","brand name"
"4159",418,"Pulmison","brand name"
"4160",418,"Rayos","brand name"
"4161",418,"Rectodelt","brand name"
"4162",418,"Senterlic","brand name"
"4163",418,"Sone","brand name"
"4164",418,"Steerometz","brand name"
"4165",418,"Sterapred","brand name"
"4166",418,"Trolic","brand name"
"4167",418,"Ultracorten","brand name"
"4168",418,"Vitazon","brand name"
"4169",418,"Winpred","brand name"
"4170",419,"Procarbazine","preferred name"
"4171",419,"ibenzmethyzin hydrochloride","generic name"
"4172",419,"ibenzmethyzine hydrochloride","generic name"
"4173",419,"procarbazine hydrochloride","generic name"
"4174",419,"NCI-C01810","code name"
"4175",419,"Ro 4-6467/1","code name"
"4176",419,"Indicarb","brand name"
"4177",419,"Matulane","brand name"
"4178",419,"Natulan","brand name"
"4179",419,"Natulanar","brand name"
"4180",419,"P-Carbazine","brand name"
"4181",419,"P-Carzine","brand name"
"4200",424,"Quinine","preferred name"
"4201",424,"Qualaquin","brand name"
"4204",426,"Quizartinib","preferred name"
"4205",426,"AC220","code name"
"4206",426,"ASP2689","code name"
"4207",426,"Vanflyta","brand name"
"4218",429,"Radotinib","preferred name"
"4219",429,"IY5511HCl","code name"
"4220",429,"Supect","brand name"
"4225",431,"Raltitrexed","preferred name"
"4226",431,"raltitrexed disodium","generic name"
"4227",431,"TDX","code name"
"4228",431,"ZD 1694","code name"
"4229",431,"Tomudex","brand name"
"4235",433,"Ramucirumab","preferred name"
"4236",433,"IMC-1121B","code name"
"4237",433,"LY3009806","code name"
"4238",433,"Cyramza","brand name"
"4239",434,"Ranimustine","preferred name"
"4240",434,"MCNU","generic name"
"4241",434,"ranomustine","generic name"
"4242",434,"Cymer","brand name"
"4243",434,"Cymerin","brand name"
"4254",438,"Regorafenib","preferred name"
"4255",438,"BAY 73-4506","code name"
"4256",438,"Nublexa","brand name"
"4257",438,"Regonix","brand name"
"4258",438,"Renib","brand name"
"4259",438,"Resihance","brand name"
"4260",438,"Stivarga","brand name"
"4265",441,"Ribociclib","preferred name"
"4266",441,"LEE-011","code name"
"4267",441,"LEE011","code name"
"4268",441,"Kisqali","brand name"
"4269",441,"Kryxana","brand name"
"4283",446,"Rituximab","preferred name"
"4284",446,"BI 695500","code name"
"4285",446,"IDEC-102","code name"
"4286",446,"IDEC-C2B8","code name"
"4287",446,"PF-05280586","code name"
"4288",446,"RTXM83","code name"
"4289",446,"Ikgdar","brand name"
"4290",446,"Mabtas","brand name"
"4291",446,"MabThera","brand name"
"4292",446,"Reditux","brand name"
"4293",446,"Ristova","brand name"
"4294",446,"Rituxan","brand name"
"4295",446,"Rituxim","brand name"
"4296",446,"Transera-Kit","brand name"
"4297",447,"Rituximab and hyaluronidase human","preferred name"
"4298",447,"Rituxan Hycela","brand name"
"4310",451,"Romidepsin","preferred name"
"4311",451,"depsipeptide","generic name"
"4312",451,"FK228","code name"
"4313",451,"FR901228","code name"
"4314",451,"NSC 630176","code name"
"4315",451,"Istodax","brand name"
"4318",453,"Ropeginterferon alfa-2b","preferred name"
"4319",453,"AOP2014","code name"
"4320",453,"Besremi","brand name"
"4321",454,"Rucaparib","preferred name"
"4322",454,"AG-014699","code name"
"4323",454,"CO-338","code name"
"4324",454,"PF-0136738","code name"
"4325",454,"Rubraca","brand name"
"4326",455,"Ruxolitinib","preferred name"
"4327",455,"ruxolitinib phosphate","generic name"
"4328",455,"INCB018424","code name"
"4329",455,"Jakafi","brand name"
"4330",455,"Jakavi","brand name"
"4331",456,"Sacituzumab govitecan","preferred name"
"4332",456,"sacituzumab govitecan-hziy","generic name"
"4333",456,"IMMU-132","code name"
"4334",456,"RS7-SN38","code name"
"4335",456,"Trodelvy","brand name"
"4345",459,"Sargramostim","preferred name"
"4346",459,"GM-CSF","generic name"
"4347",459,"GMCSF","generic name"
"4348",459,"granulocyte macrophage colony stimulating factor","generic name"
"4349",459,"Leukine","brand name"
"4353",461,"Selinexor","preferred name"
"4354",461,"KPT-330","code name"
"4355",461,"Nexpovio","brand name"
"4356",461,"Xpovio","brand name"
"4357",462,"Selumetinib","preferred name"
"4358",462,"AZD6244","code name"
"4359",462,"Koselugo","brand name"
"4362",464,"Semustine","preferred name"
"4363",464,"MeCCNU","generic name"
"4364",464,"methyl-CCNU","generic name"
"4365",464,"methyl-lomustine","generic name"
"4366",464,"Semustina","brand name"
"4375",467,"Sipuleucel-T","preferred name"
"4376",467,"APC8015","code name"
"4377",467,"Provenge","brand name"
"4386",469,"Sonidegib","preferred name"
"4387",469,"erismodegib","generic name"
"4388",469,"LDE225","code name"
"4389",469,"Odomzo","brand name"
"4390",470,"Sorafenib","preferred name"
"4391",470,"BAY 43-9006","code name"
"4392",470,"BAY 54-9085","code name"
"4393",470,"Nexavar","brand name"
"4394",470,"Sorafenat","brand name"
"4395",470,"Soranib","brand name"
"4399",472,"Streptozocin","preferred name"
"4400",472,"STZ","generic name"
"4401",472,"Zanosar","brand name"
"4402",473,"Sunitinib","preferred name"
"4403",473,"sunitinib malate","generic name"
"4404",473,"SU011248","code name"
"4405",473,"SU11248","code name"
"4406",473,"Kitent","brand name"
"4407",473,"Lucisun","brand name"
"4408",473,"Suninat","brand name"
"4409",473,"Sunitix","brand name"
"4410",473,"Sutent","brand name"
"4416",475,"Tagraxofusp","preferred name"
"4417",475,"tagraxofusp-erzs","generic name"
"4418",475,"SL-401","code name"
"4419",475,"Elzonris","brand name"
"4420",476,"Talazoparib","preferred name"
"4421",476,"BMN-673","code name"
"4422",476,"Talzenna","brand name"
"4423",477,"Talimogene laherparepvec","preferred name"
"4424",477,"T-VEC","generic name"
"4425",477,"Imlygic","brand name"
"4426",477,"OncoVEX^GM-CSF","brand name"
"4427",478,"Tamibarotene","preferred name"
"4428",478,"Amnoid","brand name"
"4429",478,"Amnolake","brand name"
"4430",479,"Tamoxifen","preferred name"
"4431",479,"TAM","generic name"
"4432",479,"tamoxifen citrate","generic name"
"4433",479,"TMX","generic name"
"4434",479,"ICI-46474","code name"
"4435",479,"Istubal","brand name"
"4436",479,"Nolvadex","brand name"
"4437",479,"Soltamox","brand name"
"4438",479,"Valodex","brand name"
"4442",481,"Tegafur gimeracil oteracil","preferred name"
