drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Qinlock,brand,1,3,2,"Is Qinlock associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Qinlock effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Qinlock likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Qinlock safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,3
Qualaquin,brand,2,1,3,"Is Qualaquin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Qualaquin effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Qualaquin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Qualaquin safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,3
Quinamed,brand,3,1,2,"Is Quinamed associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Quinamed effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Quinamed likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Quinamed safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,2,2
Quinine,preferred,2,3,1,"Is Quinine associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Quinine effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Quinine likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Quinine safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,1
Quizartinib,preferred,1,3,2,"Is Quizartinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Quizartinib effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Quizartinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Quizartinib safe?
Options: 1: No, 2: Neutral, 3: Yes",2,1,2,1
Radotinib,preferred,2,3,1,"Is Radotinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Radotinib effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Radotinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Radotinib safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,1,1
Rafinlar,brand,2,1,3,"Is Rafinlar associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Rafinlar effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Rafinlar likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Rafinlar safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,1
Raltitrexed,preferred,1,2,3,"Is Raltitrexed associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Raltitrexed effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Raltitrexed likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Raltitrexed safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,3,2
Ramucirumab,preferred,1,3,2,"Is Ramucirumab associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Ramucirumab effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Ramucirumab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Ramucirumab safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Ranimustine,preferred,1,2,3,"Is Ranimustine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Ranimustine effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Ranimustine likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Ranimustine safe?
Options: 1: Neutral, 2: No, 3: Yes",2,2,3,3
Recentin,brand,1,2,3,"Is Recentin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Recentin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Recentin likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Recentin safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,3,3
Regorafenib,preferred,2,3,1,"Is Regorafenib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Regorafenib effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Regorafenib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Regorafenib safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,1,1
Relugolix,preferred,3,1,2,"Is Relugolix associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Relugolix effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Relugolix likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Relugolix safe?
Options: 1: Yes, 2: No, 3: Neutral",2,1,2,1
Retevmo,brand,2,1,3,"Is Retevmo associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Retevmo effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Retevmo likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Retevmo safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,1
Rezlidhia,brand,3,2,1,"Is Rezlidhia associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Rezlidhia effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Rezlidhia likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Rezlidhia safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Ribociclib,preferred,1,2,3,"Is Ribociclib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Ribociclib effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Ribociclib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Ribociclib safe?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,1
Ripretinib,preferred,1,3,2,"Is Ripretinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Ripretinib effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Ripretinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Ripretinib safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,3
Rituxan Hycela,brand,2,3,1,"Is Rituxan Hycela associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Rituxan Hycela effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Rituxan Hycela likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Rituxan Hycela safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Rituximab,preferred,1,2,3,"Is Rituximab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Rituximab effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Rituximab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Rituximab safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,3
Rituximab and hyaluronidase human,preferred,2,1,3,"Is Rituximab and hyaluronidase human associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Rituximab and hyaluronidase human effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Rituximab and hyaluronidase human likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Rituximab and hyaluronidase human safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,2
Romidepsin,preferred,3,2,1,"Is Romidepsin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Romidepsin effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Romidepsin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Romidepsin safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,1
Ropeginterferon alfa-2b,preferred,3,2,1,"Is Ropeginterferon alfa-2b associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Ropeginterferon alfa-2b effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Ropeginterferon alfa-2b likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Ropeginterferon alfa-2b safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,2
Rozlytrek,brand,1,2,3,"Is Rozlytrek associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Rozlytrek effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Rozlytrek likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Rozlytrek safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,3,1
Rubraca,brand,2,1,3,"Is Rubraca associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Rubraca effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Rubraca likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Rubraca safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,3
Rucaparib,preferred,2,3,1,"Is Rucaparib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Rucaparib effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Rucaparib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Rucaparib safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,1
Ruxolitinib,preferred,3,1,2,"Is Ruxolitinib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Ruxolitinib effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Ruxolitinib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Ruxolitinib safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,2
Rybrevant,brand,2,1,3,"Is Rybrevant associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Rybrevant effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Rybrevant likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Rybrevant safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,3
Rydapt,brand,3,1,2,"Is Rydapt associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Rydapt effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Rydapt likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Rydapt safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,1
Sacituzumab govitecan,preferred,2,1,3,"Is Sacituzumab govitecan associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Sacituzumab govitecan effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Sacituzumab govitecan likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Sacituzumab govitecan safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,1
Sarclisa,brand,2,1,3,"Is Sarclisa associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Sarclisa effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Sarclisa likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Sarclisa safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,3
Sargramostim,preferred,3,2,1,"Is Sargramostim associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Sargramostim effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Sargramostim likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Sargramostim safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,3
Scemblix,brand,3,2,1,"Is Scemblix associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Scemblix effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Scemblix likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Scemblix safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,3
Selinexor,preferred,3,2,1,"Is Selinexor associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Selinexor effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Selinexor likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Selinexor safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,1,1
Selpercatinib,preferred,2,3,1,"Is Selpercatinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Selpercatinib effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Selpercatinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Selpercatinib safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,1
Selumetinib,preferred,3,2,1,"Is Selumetinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Selumetinib effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Selumetinib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Selumetinib safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,2
Semustina,brand,1,3,2,"Is Semustina associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Semustina effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Semustina likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Semustina safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,2
Semustine,preferred,1,2,3,"Is Semustine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Semustine effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Semustine likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Semustine safe?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,3
Serplulimab,preferred,3,2,1,"Is Serplulimab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Serplulimab effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Serplulimab likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Serplulimab safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Sintilimab,preferred,2,1,3,"Is Sintilimab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Sintilimab effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Sintilimab likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Sintilimab safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,2
Sipuleucel-T,preferred,2,1,3,"Is Sipuleucel-T associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Sipuleucel-T effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Sipuleucel-T likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Sipuleucel-T safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,3,2
Sirolimus protein-bound particles,preferred,1,2,3,"Is Sirolimus protein-bound particles associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Sirolimus protein-bound particles effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Sirolimus protein-bound particles likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Sirolimus protein-bound particles safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,3,2
Somatuline Depot,brand,2,3,1,"Is Somatuline Depot associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Somatuline Depot effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Somatuline Depot likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Somatuline Depot safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Sonidegib,preferred,3,2,1,"Is Sonidegib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Sonidegib effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Sonidegib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Sonidegib safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,1,2
Sorafenib,preferred,1,2,3,"Is Sorafenib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Sorafenib effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Sorafenib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Sorafenib safe?
Options: 1: Neutral, 2: No, 3: Yes",2,2,3,2
Sotorasib,preferred,3,2,1,"Is Sotorasib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Sotorasib effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Sotorasib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Sotorasib safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,1,2
Sprycel,brand,2,3,1,"Is Sprycel associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Sprycel effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Sprycel likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Sprycel safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,1
Streptozocin,preferred,2,1,3,"Is Streptozocin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Streptozocin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Streptozocin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Streptozocin safe?
Options: 1: Neutral, 2: No, 3: Yes",3,2,3,1
Sugemalimab,preferred,3,1,2,"Is Sugemalimab associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Sugemalimab effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Sugemalimab likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Sugemalimab safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Sunitinib,preferred,1,3,2,"Is Sunitinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Sunitinib effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Sunitinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Sunitinib safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,2
Supect,brand,2,3,1,"Is Supect associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Supect effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Supect likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Supect safe?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,3
Supprelin,brand,1,3,2,"Is Supprelin associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Supprelin effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Supprelin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Supprelin safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,3
Suramin,preferred,1,2,3,"Is Suramin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Suramin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Suramin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Suramin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,3,3,1
Tabelecleucel,preferred,3,2,1,"Is Tabelecleucel associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Tabelecleucel effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Tabelecleucel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Tabelecleucel safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,2
Tabrecta,brand,3,2,1,"Is Tabrecta associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Tabrecta effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Tabrecta likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Tabrecta safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,1
Tafasitamab,preferred,2,3,1,"Is Tafasitamab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Tafasitamab effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Tafasitamab likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Tafasitamab safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,1
Tagraxofusp,preferred,1,2,3,"Is Tagraxofusp associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Tagraxofusp effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Tagraxofusp likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Tagraxofusp safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,3,3
Talazoparib,preferred,3,2,1,"Is Talazoparib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Talazoparib effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Talazoparib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Talazoparib safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,2
Talimogene laherparepvec,preferred,2,1,3,"Is Talimogene laherparepvec associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Talimogene laherparepvec effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Talimogene laherparepvec likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Talimogene laherparepvec safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,2
Talzenna,brand,1,3,2,"Is Talzenna associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Talzenna effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Talzenna likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Talzenna safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,2,2
Tamibarotene,preferred,3,1,2,"Is Tamibarotene associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Tamibarotene effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Tamibarotene likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Tamibarotene safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,3
Tamoxifen,preferred,1,2,3,"Is Tamoxifen associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tamoxifen effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Tamoxifen likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Tamoxifen safe?
Options: 1: Yes, 2: Neutral, 3: No",3,1,3,1
Tarvacin,brand,1,2,3,"Is Tarvacin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tarvacin effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Tarvacin likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Tarvacin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,1,3,2
Tasigna,brand,3,2,1,"Is Tasigna associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Tasigna effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Tasigna likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Tasigna safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,1
Tavalisse,brand,1,3,2,"Is Tavalisse associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Tavalisse effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Tavalisse likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Tavalisse safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,1
Tazemetostat,preferred,1,3,2,"Is Tazemetostat associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Tazemetostat effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Tazemetostat likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tazemetostat safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,3
Tazverik,brand,1,2,3,"Is Tazverik associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tazverik effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Tazverik likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tazverik safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,3,3
Tebentafusp,preferred,1,3,2,"Is Tebentafusp associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Tebentafusp effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Tebentafusp likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Tebentafusp safe?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,3
Tecartus,brand,3,2,1,"Is Tecartus associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Tecartus effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tecartus likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Tecartus safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Tecentriq,brand,1,2,3,"Is Tecentriq associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Tecentriq effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Tecentriq likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Tecentriq safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,3,1
