drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Rozlytrek,brand,2,1,3,"Is Rozlytrek associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Rozlytrek effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Rozlytrek likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Rozlytrek safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,3,2
Rubraca,brand,2,3,1,"Is Rubraca associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Rubraca effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Rubraca likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Rubraca safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,2
Rucaparib,preferred,3,2,1,"Is Rucaparib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Rucaparib effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Rucaparib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Rucaparib safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,2
Ruxolitinib,preferred,1,3,2,"Is Ruxolitinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Ruxolitinib effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Ruxolitinib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Ruxolitinib safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,2,2
Rybrevant,brand,3,2,1,"Is Rybrevant associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Rybrevant effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Rybrevant likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Rybrevant safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,1,2
Rydapt,brand,3,1,2,"Is Rydapt associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Rydapt effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Rydapt likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Rydapt safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,1
Sacituzumab govitecan,preferred,1,2,3,"Is Sacituzumab govitecan associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Sacituzumab govitecan effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Sacituzumab govitecan likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Sacituzumab govitecan safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,2
Sarclisa,brand,2,3,1,"Is Sarclisa associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Sarclisa effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Sarclisa likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Sarclisa safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,1,3
Sargramostim,preferred,1,3,2,"Is Sargramostim associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Sargramostim effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Sargramostim likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Sargramostim safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,2
Scemblix,brand,1,2,3,"Is Scemblix associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Scemblix effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Scemblix likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Scemblix safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,3
Selinexor,preferred,1,3,2,"Is Selinexor associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Selinexor effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Selinexor likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Selinexor safe?
Options: 1: No, 2: Neutral, 3: Yes",2,1,2,2
Selpercatinib,preferred,3,2,1,"Is Selpercatinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Selpercatinib effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Selpercatinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Selpercatinib safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,2
Selumetinib,preferred,3,2,1,"Is Selumetinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Selumetinib effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Selumetinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Selumetinib safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,1,2
Semustina,brand,3,1,2,"Is Semustina associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Semustina effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Semustina likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Semustina safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,2
Semustine,preferred,2,1,3,"Is Semustine associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Semustine effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Semustine likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Semustine safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,1
Serplulimab,preferred,2,3,1,"Is Serplulimab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Serplulimab effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Serplulimab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Serplulimab safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,3
Sintilimab,preferred,3,2,1,"Is Sintilimab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Sintilimab effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Sintilimab likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Sintilimab safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,2
Sipuleucel-T,preferred,2,1,3,"Is Sipuleucel-T associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Sipuleucel-T effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Sipuleucel-T likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Sipuleucel-T safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,3,3
Sirolimus protein-bound particles,preferred,3,2,1,"Is Sirolimus protein-bound particles associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Sirolimus protein-bound particles effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Sirolimus protein-bound particles likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Sirolimus protein-bound particles safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,3
Somatuline Depot,brand,3,2,1,"Is Somatuline Depot associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Somatuline Depot effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Somatuline Depot likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Somatuline Depot safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,3
Sonidegib,preferred,1,2,3,"Is Sonidegib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Sonidegib effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Sonidegib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Sonidegib safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,2
Sorafenib,preferred,1,2,3,"Is Sorafenib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Sorafenib effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Sorafenib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Sorafenib safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,2
Sotorasib,preferred,3,2,1,"Is Sotorasib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Sotorasib effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Sotorasib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Sotorasib safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,3
Sprycel,brand,3,1,2,"Is Sprycel associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Sprycel effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Sprycel likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Sprycel safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,2,2
Streptozocin,preferred,2,1,3,"Is Streptozocin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Streptozocin effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Streptozocin likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Streptozocin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,3,3,3
Sugemalimab,preferred,2,3,1,"Is Sugemalimab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Sugemalimab effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Sugemalimab likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Sugemalimab safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,3
Sunitinib,preferred,2,3,1,"Is Sunitinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Sunitinib effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Sunitinib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Sunitinib safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,1
Supect,brand,1,2,3,"Is Supect associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Supect effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Supect likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Supect safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,3,3
Supprelin,brand,3,1,2,"Is Supprelin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Supprelin effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Supprelin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Supprelin safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,2,2
Suramin,preferred,3,1,2,"Is Suramin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Suramin effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Suramin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Suramin safe?
Options: 1: No, 2: Neutral, 3: Yes",2,2,2,3
Tabelecleucel,preferred,2,3,1,"Is Tabelecleucel associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Tabelecleucel effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Tabelecleucel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Tabelecleucel safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,1,3
Tabrecta,brand,2,3,1,"Is Tabrecta associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Tabrecta effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Tabrecta likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Tabrecta safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,1,2
Tafasitamab,preferred,1,2,3,"Is Tafasitamab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tafasitamab effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Tafasitamab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tafasitamab safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,2
Tagraxofusp,preferred,3,2,1,"Is Tagraxofusp associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Tagraxofusp effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Tagraxofusp likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Tagraxofusp safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,1,2
Talazoparib,preferred,3,2,1,"Is Talazoparib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Talazoparib effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Talazoparib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Talazoparib safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,3
Talimogene laherparepvec,preferred,2,1,3,"Is Talimogene laherparepvec associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Talimogene laherparepvec effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Talimogene laherparepvec likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Talimogene laherparepvec safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,2
Talzenna,brand,2,1,3,"Is Talzenna associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Talzenna effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Talzenna likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Talzenna safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,2
Tamibarotene,preferred,3,2,1,"Is Tamibarotene associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Tamibarotene effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Tamibarotene likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tamibarotene safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Tamoxifen,preferred,2,1,3,"Is Tamoxifen associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Tamoxifen effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Tamoxifen likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Tamoxifen safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,2
Tarvacin,brand,2,1,3,"Is Tarvacin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Tarvacin effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Tarvacin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Tarvacin safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,3,2
Tasigna,brand,1,2,3,"Is Tasigna associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tasigna effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tasigna likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Tasigna safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,2
Tavalisse,brand,1,2,3,"Is Tavalisse associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Tavalisse effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Tavalisse likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Tavalisse safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,2
Tazemetostat,preferred,2,1,3,"Is Tazemetostat associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Tazemetostat effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Tazemetostat likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Tazemetostat safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,2
Tazverik,brand,3,2,1,"Is Tazverik associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Tazverik effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Tazverik likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Tazverik safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,2
Tebentafusp,preferred,1,2,3,"Is Tebentafusp associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Tebentafusp effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Tebentafusp likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tebentafusp safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,2
Tecartus,brand,2,1,3,"Is Tecartus associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Tecartus effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Tecartus likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Tecartus safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,2
Tecentriq,brand,3,1,2,"Is Tecentriq associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Tecentriq effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Tecentriq likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Tecentriq safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,2
Teclistamab,preferred,1,3,2,"Is Teclistamab associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Teclistamab effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Teclistamab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Teclistamab safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,2
Tecvayli,brand,1,3,2,"Is Tecvayli associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Tecvayli effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Tecvayli likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Tecvayli safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,2,2
Tegafur and uracil,preferred,2,3,1,"Is Tegafur and uracil associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Tegafur and uracil effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Tegafur and uracil likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Tegafur and uracil safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,3
Tegafur gimeracil oteracil,preferred,1,3,2,"Is Tegafur gimeracil oteracil associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Tegafur gimeracil oteracil effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Tegafur gimeracil oteracil likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Tegafur gimeracil oteracil safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,2
Temozolomide,preferred,1,2,3,"Is Temozolomide associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Temozolomide effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Temozolomide likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Temozolomide safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,3,1
Temsirolimus,preferred,1,2,3,"Is Temsirolimus associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Temsirolimus effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Temsirolimus likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Temsirolimus safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,1
Teniposide,preferred,3,2,1,"Is Teniposide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Teniposide effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Teniposide likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Teniposide safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,2
Tepadina,brand,3,1,2,"Is Tepadina associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Tepadina effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Tepadina likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Tepadina safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,2
Tepmetko,brand,3,2,1,"Is Tepmetko associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Tepmetko effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Tepmetko likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Tepmetko safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,1,3
Tepotinib,preferred,1,3,2,"Is Tepotinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Tepotinib effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Tepotinib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Tepotinib safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Tetracycline,preferred,2,3,1,"Is Tetracycline associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Tetracycline effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Tetracycline likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Tetracycline safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,1,2
Teysuno,brand,3,1,2,"Is Teysuno associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Teysuno effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Teysuno likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Teysuno safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,2
Thalidomide,preferred,3,1,2,"Is Thalidomide associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Thalidomide effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Thalidomide likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Thalidomide safe?
Options: 1: No, 2: Yes, 3: Neutral",1,1,2,3
TheraCys,brand,2,1,3,"Is TheraCys associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is TheraCys effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is TheraCys likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is TheraCys safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,2
Thioguanine,preferred,1,3,2,"Is Thioguanine associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Thioguanine effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Thioguanine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Thioguanine safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,2
Thiotepa,preferred,2,1,3,"Is Thiotepa associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Thiotepa effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Thiotepa likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Thiotepa safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,3
Tibsovo,brand,2,3,1,"Is Tibsovo associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Tibsovo effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Tibsovo likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Tibsovo safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,3
Tisagenlecleucel,preferred,1,3,2,"Is Tisagenlecleucel associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Tisagenlecleucel effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tisagenlecleucel likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Tisagenlecleucel safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Tisotumab vedotin,preferred,3,2,1,"Is Tisotumab vedotin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Tisotumab vedotin effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Tisotumab vedotin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tisotumab vedotin safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,2
Tivdak,brand,2,1,3,"Is Tivdak associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Tivdak effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Tivdak likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Tivdak safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,2
Tivozanib,preferred,3,2,1,"Is Tivozanib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Tivozanib effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Tivozanib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Tivozanib safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,2
Tomudex,brand,2,1,3,"Is Tomudex associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Tomudex effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Tomudex likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Tomudex safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,3
