concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,prompt1,prompt2,unique_id
18846,preferred name,5720,Trimetrexate,brand name,5722,Neutrexin,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Neutrexin and Trimetrexate. 

    Neutrexin = []
    Trimetrexate = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Trimetrexate and Neutrexin. 

    Trimetrexate = []
    Neutrexin = []

    Only return the two Python lists with the appropriate adjectives.
    ",310
19782,preferred name,5725,Tepotinib,brand name,5729,Tepmetko,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tepmetko and Tepotinib. 

    Tepmetko = []
    Tepotinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tepotinib and Tepmetko. 

    Tepotinib = []
    Tepmetko = []

    Only return the two Python lists with the appropriate adjectives.
    ",311
20248,preferred name,5732,Futibatinib,brand name,5734,Lytgobi,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lytgobi and Futibatinib. 

    Lytgobi = []
    Futibatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Futibatinib and Lytgobi. 

    Futibatinib = []
    Lytgobi = []

    Only return the two Python lists with the appropriate adjectives.
    ",312
20851,preferred name,5735,NovoTTF-100A system (Optune),brand name,5737,Optune,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Optune and NovoTTF-100A system (Optune). 

    Optune = []
    NovoTTF-100A system (Optune) = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs NovoTTF-100A system (Optune) and Optune. 

    NovoTTF-100A system (Optune) = []
    Optune = []

    Only return the two Python lists with the appropriate adjectives.
    ",313
21215,preferred name,5738,Lisocabtagene maraleucel,brand name,5740,Breyanzi,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Breyanzi and Lisocabtagene maraleucel. 

    Breyanzi = []
    Lisocabtagene maraleucel = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lisocabtagene maraleucel and Breyanzi. 

    Lisocabtagene maraleucel = []
    Breyanzi = []

    Only return the two Python lists with the appropriate adjectives.
    ",314
23426,preferred name,5749,Idecabtagene vicleucel,brand name,5752,Abecma,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Abecma and Idecabtagene vicleucel. 

    Abecma = []
    Idecabtagene vicleucel = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Idecabtagene vicleucel and Abecma. 

    Idecabtagene vicleucel = []
    Abecma = []

    Only return the two Python lists with the appropriate adjectives.
    ",315
25334,preferred name,5753,Avapritinib,brand name,5755,Ayvakit,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ayvakit and Avapritinib. 

    Ayvakit = []
    Avapritinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Avapritinib and Ayvakit. 

    Avapritinib = []
    Ayvakit = []

    Only return the two Python lists with the appropriate adjectives.
    ",316
25485,preferred name,5757,Pexidartinib,brand name,5759,Turalio,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Turalio and Pexidartinib. 

    Turalio = []
    Pexidartinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pexidartinib and Turalio. 

    Pexidartinib = []
    Turalio = []

    Only return the two Python lists with the appropriate adjectives.
    ",317
25527,preferred name,5760,Pralsetinib,brand name,5762,Gavreto,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Gavreto and Pralsetinib. 

    Gavreto = []
    Pralsetinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pralsetinib and Gavreto. 

    Pralsetinib = []
    Gavreto = []

    Only return the two Python lists with the appropriate adjectives.
    ",318
26763,preferred name,5765,Lurbinectedin,brand name,5767,Zepzelca,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zepzelca and Lurbinectedin. 

    Zepzelca = []
    Lurbinectedin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lurbinectedin and Zepzelca. 

    Lurbinectedin = []
    Zepzelca = []

    Only return the two Python lists with the appropriate adjectives.
    ",319
26852,preferred name,5768,Metronidazole,brand name,5769,Flagyl,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Flagyl and Metronidazole. 

    Flagyl = []
    Metronidazole = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Metronidazole and Flagyl. 

    Metronidazole = []
    Flagyl = []

    Only return the two Python lists with the appropriate adjectives.
    ",320
26950,preferred name,5770,Naxitamab,brand name,5772,Danyelza,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Danyelza and Naxitamab. 

    Danyelza = []
    Naxitamab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Naxitamab and Danyelza. 

    Naxitamab = []
    Danyelza = []

    Only return the two Python lists with the appropriate adjectives.
    ",321
27930,preferred name,5782,Tetracycline,brand name,5783,Panmycin,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Panmycin and Tetracycline. 

    Panmycin = []
    Tetracycline = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tetracycline and Panmycin. 

    Tetracycline = []
    Panmycin = []

    Only return the two Python lists with the appropriate adjectives.
    ",322
27982,preferred name,5788,Tripotassium dicitratobismuthate,brand name,5789,De-Noltab,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs De-Noltab and Tripotassium dicitratobismuthate. 

    De-Noltab = []
    Tripotassium dicitratobismuthate = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tripotassium dicitratobismuthate and De-Noltab. 

    Tripotassium dicitratobismuthate = []
    De-Noltab = []

    Only return the two Python lists with the appropriate adjectives.
    ",323
29688,preferred name,5799,Belzutifan,brand name,5802,Welireg,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Welireg and Belzutifan. 

    Welireg = []
    Belzutifan = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Belzutifan and Welireg. 

    Belzutifan = []
    Welireg = []

    Only return the two Python lists with the appropriate adjectives.
    ",324
29753,preferred name,5803,Amivantamab,brand name,5806,Rybrevant,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Rybrevant and Amivantamab. 

    Rybrevant = []
    Amivantamab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Amivantamab and Rybrevant. 

    Amivantamab = []
    Rybrevant = []

    Only return the two Python lists with the appropriate adjectives.
    ",325
29973,preferred name,5807,Azacitidine oral,brand name,5809,Onureg,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Onureg and Azacitidine oral. 

    Onureg = []
    Azacitidine oral = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Azacitidine oral and Onureg. 

    Azacitidine oral = []
    Onureg = []

    Only return the two Python lists with the appropriate adjectives.
    ",326
34403,preferred name,5820,Colchicine,brand name,5821,Colcrys,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Colcrys and Colchicine. 

    Colcrys = []
    Colchicine = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Colchicine and Colcrys. 

    Colchicine = []
    Colcrys = []

    Only return the two Python lists with the appropriate adjectives.
    ",327
34976,preferred name,5824,Dostarlimab,brand name,5827,Jemperli,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Jemperli and Dostarlimab. 

    Jemperli = []
    Dostarlimab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Dostarlimab and Jemperli. 

    Dostarlimab = []
    Jemperli = []

    Only return the two Python lists with the appropriate adjectives.
    ",328
35064,preferred name,5828,Serplulimab,brand name,5830,Hansizhuang,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Hansizhuang and Serplulimab. 

    Hansizhuang = []
    Serplulimab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Serplulimab and Hansizhuang. 

    Serplulimab = []
    Hansizhuang = []

    Only return the two Python lists with the appropriate adjectives.
    ",329
36080,preferred name,5831,Sugemalimab,brand name,5832,Cejemly,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cejemly and Sugemalimab. 

    Cejemly = []
    Sugemalimab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Sugemalimab and Cejemly. 

    Sugemalimab = []
    Cejemly = []

    Only return the two Python lists with the appropriate adjectives.
    ",330
43485,preferred name,5845,Sirolimus protein-bound particles,brand name,5849,Fyarro,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Fyarro and Sirolimus protein-bound particles. 

    Fyarro = []
    Sirolimus protein-bound particles = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Sirolimus protein-bound particles and Fyarro. 

    Sirolimus protein-bound particles = []
    Fyarro = []

    Only return the two Python lists with the appropriate adjectives.
    ",331
45472,preferred name,5854,Suramin,brand name,5855,Antrypol,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Antrypol and Suramin. 

    Antrypol = []
    Suramin = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Suramin and Antrypol. 

    Suramin = []
    Antrypol = []

    Only return the two Python lists with the appropriate adjectives.
    ",332
45753,preferred name,5865,Adagrasib,brand name,5867,Krazati,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Krazati and Adagrasib. 

    Krazati = []
    Adagrasib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Adagrasib and Krazati. 

    Adagrasib = []
    Krazati = []

    Only return the two Python lists with the appropriate adjectives.
    ",333
47700,preferred name,5879,Tebentafusp,brand name,5882,Kimmtrak,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Kimmtrak and Tebentafusp. 

    Kimmtrak = []
    Tebentafusp = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tebentafusp and Kimmtrak. 

    Tebentafusp = []
    Kimmtrak = []

    Only return the two Python lists with the appropriate adjectives.
    ",334
48561,preferred name,5891,Fedratinib,brand name,5894,Inrebic,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Inrebic and Fedratinib. 

    Inrebic = []
    Fedratinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Fedratinib and Inrebic. 

    Fedratinib = []
    Inrebic = []

    Only return the two Python lists with the appropriate adjectives.
    ",335
49082,preferred name,5898,Trastuzumab and hyaluronidase,brand name,5900,Herceptin Hylecta,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Herceptin Hylecta and Trastuzumab and hyaluronidase. 

    Herceptin Hylecta = []
    Trastuzumab and hyaluronidase = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Trastuzumab and hyaluronidase and Herceptin Hylecta. 

    Trastuzumab and hyaluronidase = []
    Herceptin Hylecta = []

    Only return the two Python lists with the appropriate adjectives.
    ",336
50482,preferred name,5901,Zanubrutinib,brand name,5903,Brukinsa,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Brukinsa and Zanubrutinib. 

    Brukinsa = []
    Zanubrutinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zanubrutinib and Brukinsa. 

    Zanubrutinib = []
    Brukinsa = []

    Only return the two Python lists with the appropriate adjectives.
    ",337
51224,preferred name,5904,Furmonertinib,brand name,5910,Ivesa,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ivesa and Furmonertinib. 

    Ivesa = []
    Furmonertinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Furmonertinib and Ivesa. 

    Furmonertinib = []
    Ivesa = []

    Only return the two Python lists with the appropriate adjectives.
    ",338
51229,preferred name,5911,Ciltacabtagene autoleucel,brand name,5915,Carvykti,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Carvykti and Ciltacabtagene autoleucel. 

    Carvykti = []
    Ciltacabtagene autoleucel = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ciltacabtagene autoleucel and Carvykti. 

    Ciltacabtagene autoleucel = []
    Carvykti = []

    Only return the two Python lists with the appropriate adjectives.
    ",339
53780,preferred name,5918,Asciminib,brand name,5920,Scemblix,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Scemblix and Asciminib. 

    Scemblix = []
    Asciminib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Asciminib and Scemblix. 

    Asciminib = []
    Scemblix = []

    Only return the two Python lists with the appropriate adjectives.
    ",340
53908,preferred name,5921,Loncastuximab tesirine,brand name,5924,Zynlonta,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zynlonta and Loncastuximab tesirine. 

    Zynlonta = []
    Loncastuximab tesirine = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Loncastuximab tesirine and Zynlonta. 

    Loncastuximab tesirine = []
    Zynlonta = []

    Only return the two Python lists with the appropriate adjectives.
    ",341
54224,preferred name,5931,Tazemetostat,brand name,5934,Tazverik,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tazverik and Tazemetostat. 

    Tazverik = []
    Tazemetostat = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tazemetostat and Tazverik. 

    Tazemetostat = []
    Tazverik = []

    Only return the two Python lists with the appropriate adjectives.
    ",342
59120,preferred name,5937,Nivolumab and relatlimab,brand name,5940,Opdualag,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Opdualag and Nivolumab and relatlimab. 

    Opdualag = []
    Nivolumab and relatlimab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nivolumab and relatlimab and Opdualag. 

    Nivolumab and relatlimab = []
    Opdualag = []

    Only return the two Python lists with the appropriate adjectives.
    ",343
59220,preferred name,5943,Interferon alfa-2c,brand name,5944,Berofor,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Berofor and Interferon alfa-2c. 

    Berofor = []
    Interferon alfa-2c = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Interferon alfa-2c and Berofor. 

    Interferon alfa-2c = []
    Berofor = []

    Only return the two Python lists with the appropriate adjectives.
    ",344
59221,preferred name,5945,Interferon alfa-n1,brand name,5946,Wellferon,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Wellferon and Interferon alfa-n1. 

    Wellferon = []
    Interferon alfa-n1 = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Interferon alfa-n1 and Wellferon. 

    Interferon alfa-n1 = []
    Wellferon = []

    Only return the two Python lists with the appropriate adjectives.
    ",345
59291,preferred name,5947,Margetuximab,brand name,5949,Margenza,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Margenza and Margetuximab. 

    Margenza = []
    Margetuximab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Margetuximab and Margenza. 

    Margetuximab = []
    Margenza = []

    Only return the two Python lists with the appropriate adjectives.
    ",346
59461,preferred name,5950,Sotorasib,brand name,5952,Lumakras,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Lumakras and Sotorasib. 

    Lumakras = []
    Sotorasib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Sotorasib and Lumakras. 

    Sotorasib = []
    Lumakras = []

    Only return the two Python lists with the appropriate adjectives.
    ",347
59505,preferred name,5954,Umbralisib,brand name,5956,Ukoniq,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ukoniq and Umbralisib. 

    Ukoniq = []
    Umbralisib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Umbralisib and Ukoniq. 

    Umbralisib = []
    Ukoniq = []

    Only return the two Python lists with the appropriate adjectives.
    ",348
61131,preferred name,5957,Sintilimab,brand name,5959,Tyvyt,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tyvyt and Sintilimab. 

    Tyvyt = []
    Sintilimab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Sintilimab and Tyvyt. 

    Sintilimab = []
    Tyvyt = []

    Only return the two Python lists with the appropriate adjectives.
    ",349
61419,preferred name,5965,Pirtobrutinib,brand name,5967,Jaypirca,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Jaypirca and Pirtobrutinib. 

    Jaypirca = []
    Pirtobrutinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Pirtobrutinib and Jaypirca. 

    Pirtobrutinib = []
    Jaypirca = []

    Only return the two Python lists with the appropriate adjectives.
    ",350
64471,preferred name,5974,Toripalimab,brand name,5977,Tuoyi,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tuoyi and Toripalimab. 

    Tuoyi = []
    Toripalimab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Toripalimab and Tuoyi. 

    Toripalimab = []
    Tuoyi = []

    Only return the two Python lists with the appropriate adjectives.
    ",351
65150,preferred name,5978,Teclistamab,brand name,5982,Tecvayli,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tecvayli and Teclistamab. 

    Tecvayli = []
    Teclistamab = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Teclistamab and Tecvayli. 

    Teclistamab = []
    Tecvayli = []

    Only return the two Python lists with the appropriate adjectives.
    ",352
69109,preferred name,5991,Mobocertinib,brand name,5994,Exkivity,"
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Exkivity and Mobocertinib. 

    Exkivity = []
    Mobocertinib = []

    Only return the two Python lists with the appropriate adjectives.
    ","
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Mobocertinib and Exkivity. 

    Mobocertinib = []
    Exkivity = []

    Only return the two Python lists with the appropriate adjectives.
    ",353
