concept_code,string_type,string,question_about,question_patient,question_physician
534,brand,Venclexta,Tell me about Venclexta.,"As a patient, what should I know about Venclexta?","As a physician, what should I know about Venclexta?"
535,brand,Alkaban-AQ,Tell me about Alkaban-AQ.,"As a patient, what should I know about Alkaban-AQ?","As a physician, what should I know about Alkaban-AQ?"
536,brand,Alcrist,Tell me about Alcrist.,"As a patient, what should I know about Alcrist?","As a physician, what should I know about Alcrist?"
537,brand,Marqibo,Tell me about Marqibo.,"As a patient, what should I know about Marqibo?","As a physician, what should I know about Marqibo?"
538,brand,Eldesine,Tell me about Eldesine.,"As a patient, what should I know about Eldesine?","As a physician, what should I know about Eldesine?"
539,brand,Javlor,Tell me about Javlor.,"As a patient, what should I know about Javlor?","As a physician, what should I know about Javlor?"
540,brand,Binorel,Tell me about Binorel.,"As a patient, what should I know about Binorel?","As a physician, what should I know about Binorel?"
541,brand,Erivedge,Tell me about Erivedge.,"As a patient, what should I know about Erivedge?","As a physician, what should I know about Erivedge?"
545,brand,Zolinza,Tell me about Zolinza.,"As a patient, what should I know about Zolinza?","As a physician, what should I know about Zolinza?"
548,brand,Aztec,Tell me about Aztec.,"As a patient, what should I know about Aztec?","As a physician, what should I know about Aztec?"
549,brand,Zaltrap,Tell me about Zaltrap.,"As a patient, what should I know about Zaltrap?","As a physician, what should I know about Zaltrap?"
3231,brand,Tabrecta,Tell me about Tabrecta.,"As a patient, what should I know about Tabrecta?","As a physician, what should I know about Tabrecta?"
3563,brand,Padcev,Tell me about Padcev.,"As a patient, what should I know about Padcev?","As a physician, what should I know about Padcev?"
3590,brand,Enhertu,Tell me about Enhertu.,"As a patient, what should I know about Enhertu?","As a physician, what should I know about Enhertu?"
3652,brand,Plenaxis,Tell me about Plenaxis.,"As a patient, what should I know about Plenaxis?","As a physician, what should I know about Plenaxis?"
4380,brand,Blenrep,Tell me about Blenrep.,"As a patient, what should I know about Blenrep?","As a physician, what should I know about Blenrep?"
4683,brand,Tukysa,Tell me about Tukysa.,"As a patient, what should I know about Tukysa?","As a physician, what should I know about Tukysa?"
4940,brand,Darzalex Faspro,Tell me about Darzalex Faspro.,"As a patient, what should I know about Darzalex Faspro?","As a physician, what should I know about Darzalex Faspro?"
6008,brand,Panretin,Tell me about Panretin.,"As a patient, what should I know about Panretin?","As a physician, what should I know about Panretin?"
6632,brand,Tecartus,Tell me about Tecartus.,"As a patient, what should I know about Tecartus?","As a physician, what should I know about Tecartus?"
10396,brand,Piqray,Tell me about Piqray.,"As a patient, what should I know about Piqray?","As a physician, what should I know about Piqray?"
10767,brand,Quinamed,Tell me about Quinamed.,"As a patient, what should I know about Quinamed?","As a physician, what should I know about Quinamed?"
11533,brand,Amoxi,Tell me about Amoxi.,"As a patient, what should I know about Amoxi?","As a physician, what should I know about Amoxi?"
12637,brand,Amelie,Tell me about Amelie.,"As a patient, what should I know about Amelie?","As a physician, what should I know about Amelie?"
13351,brand,Pemazyre,Tell me about Pemazyre.,"As a patient, what should I know about Pemazyre?","As a physician, what should I know about Pemazyre?"
13651,brand,Qinlock,Tell me about Qinlock.,"As a patient, what should I know about Qinlock?","As a physician, what should I know about Qinlock?"
13759,brand,Retevmo,Tell me about Retevmo.,"As a patient, what should I know about Retevmo?","As a physician, what should I know about Retevmo?"
14235,brand,Inqovi,Tell me about Inqovi.,"As a patient, what should I know about Inqovi?","As a physician, what should I know about Inqovi?"
14330,brand,Pepto-Bismol,Tell me about Pepto-Bismol.,"As a patient, what should I know about Pepto-Bismol?","As a physician, what should I know about Pepto-Bismol?"
14742,brand,AiRuiKa,Tell me about AiRuiKa.,"As a patient, what should I know about AiRuiKa?","As a physician, what should I know about AiRuiKa?"
18352,brand,Orgovyx,Tell me about Orgovyx.,"As a patient, what should I know about Orgovyx?","As a physician, what should I know about Orgovyx?"
18359,brand,Orserdu,Tell me about Orserdu.,"As a patient, what should I know about Orserdu?","As a physician, what should I know about Orserdu?"
18846,brand,Neutrexin,Tell me about Neutrexin.,"As a patient, what should I know about Neutrexin?","As a physician, what should I know about Neutrexin?"
19782,brand,Tepmetko,Tell me about Tepmetko.,"As a patient, what should I know about Tepmetko?","As a physician, what should I know about Tepmetko?"
20248,brand,Lytgobi,Tell me about Lytgobi.,"As a patient, what should I know about Lytgobi?","As a physician, what should I know about Lytgobi?"
20851,brand,Optune,Tell me about Optune.,"As a patient, what should I know about Optune?","As a physician, what should I know about Optune?"
21215,brand,Breyanzi,Tell me about Breyanzi.,"As a patient, what should I know about Breyanzi?","As a physician, what should I know about Breyanzi?"
23426,brand,Abecma,Tell me about Abecma.,"As a patient, what should I know about Abecma?","As a physician, what should I know about Abecma?"
25334,brand,Ayvakit,Tell me about Ayvakit.,"As a patient, what should I know about Ayvakit?","As a physician, what should I know about Ayvakit?"
25485,brand,Turalio,Tell me about Turalio.,"As a patient, what should I know about Turalio?","As a physician, what should I know about Turalio?"
25527,brand,Gavreto,Tell me about Gavreto.,"As a patient, what should I know about Gavreto?","As a physician, what should I know about Gavreto?"
26763,brand,Zepzelca,Tell me about Zepzelca.,"As a patient, what should I know about Zepzelca?","As a physician, what should I know about Zepzelca?"
26852,brand,Flagyl,Tell me about Flagyl.,"As a patient, what should I know about Flagyl?","As a physician, what should I know about Flagyl?"
26950,brand,Danyelza,Tell me about Danyelza.,"As a patient, what should I know about Danyelza?","As a physician, what should I know about Danyelza?"
27930,brand,Panmycin,Tell me about Panmycin.,"As a patient, what should I know about Panmycin?","As a physician, what should I know about Panmycin?"
27982,brand,De-Noltab,Tell me about De-Noltab.,"As a patient, what should I know about De-Noltab?","As a physician, what should I know about De-Noltab?"
29688,brand,Welireg,Tell me about Welireg.,"As a patient, what should I know about Welireg?","As a physician, what should I know about Welireg?"
29753,brand,Rybrevant,Tell me about Rybrevant.,"As a patient, what should I know about Rybrevant?","As a physician, what should I know about Rybrevant?"
29973,brand,Onureg,Tell me about Onureg.,"As a patient, what should I know about Onureg?","As a physician, what should I know about Onureg?"
34403,brand,Colcrys,Tell me about Colcrys.,"As a patient, what should I know about Colcrys?","As a physician, what should I know about Colcrys?"
34976,brand,Jemperli,Tell me about Jemperli.,"As a patient, what should I know about Jemperli?","As a physician, what should I know about Jemperli?"
35064,brand,Hansizhuang,Tell me about Hansizhuang.,"As a patient, what should I know about Hansizhuang?","As a physician, what should I know about Hansizhuang?"
36080,brand,Cejemly,Tell me about Cejemly.,"As a patient, what should I know about Cejemly?","As a physician, what should I know about Cejemly?"
43485,brand,Fyarro,Tell me about Fyarro.,"As a patient, what should I know about Fyarro?","As a physician, what should I know about Fyarro?"
45472,brand,Antrypol,Tell me about Antrypol.,"As a patient, what should I know about Antrypol?","As a physician, what should I know about Antrypol?"
45753,brand,Krazati,Tell me about Krazati.,"As a patient, what should I know about Krazati?","As a physician, what should I know about Krazati?"
47700,brand,Kimmtrak,Tell me about Kimmtrak.,"As a patient, what should I know about Kimmtrak?","As a physician, what should I know about Kimmtrak?"
48561,brand,Inrebic,Tell me about Inrebic.,"As a patient, what should I know about Inrebic?","As a physician, what should I know about Inrebic?"
49082,brand,Herceptin Hylecta,Tell me about Herceptin Hylecta.,"As a patient, what should I know about Herceptin Hylecta?","As a physician, what should I know about Herceptin Hylecta?"
50482,brand,Brukinsa,Tell me about Brukinsa.,"As a patient, what should I know about Brukinsa?","As a physician, what should I know about Brukinsa?"
51224,brand,Ivesa,Tell me about Ivesa.,"As a patient, what should I know about Ivesa?","As a physician, what should I know about Ivesa?"
51229,brand,Carvykti,Tell me about Carvykti.,"As a patient, what should I know about Carvykti?","As a physician, what should I know about Carvykti?"
53780,brand,Scemblix,Tell me about Scemblix.,"As a patient, what should I know about Scemblix?","As a physician, what should I know about Scemblix?"
53908,brand,Zynlonta,Tell me about Zynlonta.,"As a patient, what should I know about Zynlonta?","As a physician, what should I know about Zynlonta?"
54224,brand,Tazverik,Tell me about Tazverik.,"As a patient, what should I know about Tazverik?","As a physician, what should I know about Tazverik?"
59120,brand,Opdualag,Tell me about Opdualag.,"As a patient, what should I know about Opdualag?","As a physician, what should I know about Opdualag?"
59220,brand,Berofor,Tell me about Berofor.,"As a patient, what should I know about Berofor?","As a physician, what should I know about Berofor?"
59221,brand,Wellferon,Tell me about Wellferon.,"As a patient, what should I know about Wellferon?","As a physician, what should I know about Wellferon?"
59291,brand,Margenza,Tell me about Margenza.,"As a patient, what should I know about Margenza?","As a physician, what should I know about Margenza?"
59461,brand,Lumakras,Tell me about Lumakras.,"As a patient, what should I know about Lumakras?","As a physician, what should I know about Lumakras?"
59505,brand,Ukoniq,Tell me about Ukoniq.,"As a patient, what should I know about Ukoniq?","As a physician, what should I know about Ukoniq?"
61131,brand,Tyvyt,Tell me about Tyvyt.,"As a patient, what should I know about Tyvyt?","As a physician, what should I know about Tyvyt?"
61419,brand,Jaypirca,Tell me about Jaypirca.,"As a patient, what should I know about Jaypirca?","As a physician, what should I know about Jaypirca?"
64471,brand,Tuoyi,Tell me about Tuoyi.,"As a patient, what should I know about Tuoyi?","As a physician, what should I know about Tuoyi?"
65150,brand,Tecvayli,Tell me about Tecvayli.,"As a patient, what should I know about Tecvayli?","As a physician, what should I know about Tecvayli?"
69109,brand,Exkivity,Tell me about Exkivity.,"As a patient, what should I know about Exkivity?","As a physician, what should I know about Exkivity?"
71307,brand,Tivdak,Tell me about Tivdak.,"As a patient, what should I know about Tivdak?","As a physician, what should I know about Tivdak?"
75279,brand,Somatuline Depot,Tell me about Somatuline Depot.,"As a patient, what should I know about Somatuline Depot?","As a physician, what should I know about Somatuline Depot?"
75337,brand,Jeselhy,Tell me about Jeselhy.,"As a patient, what should I know about Jeselhy?","As a physician, what should I know about Jeselhy?"
76031,brand,Mostarina,Tell me about Mostarina.,"As a patient, what should I know about Mostarina?","As a physician, what should I know about Mostarina?"
76563,brand,Vercite,Tell me about Vercite.,"As a patient, what should I know about Vercite?","As a physician, what should I know about Vercite?"
93818,brand,Polivy,Tell me about Polivy.,"As a patient, what should I know about Polivy?","As a physician, what should I know about Polivy?"
109643,brand,Elahere,Tell me about Elahere.,"As a patient, what should I know about Elahere?","As a physician, what should I know about Elahere?"
111261,brand,Lunsumio,Tell me about Lunsumio.,"As a patient, what should I know about Lunsumio?","As a physician, what should I know about Lunsumio?"
111273,brand,Adstiladrin,Tell me about Adstiladrin.,"As a patient, what should I know about Adstiladrin?","As a physician, what should I know about Adstiladrin?"
111358,brand,Rezlidhia,Tell me about Rezlidhia.,"As a patient, what should I know about Rezlidhia?","As a physician, what should I know about Rezlidhia?"
111427,brand,Irene,Tell me about Irene.,"As a patient, what should I know about Irene?","As a physician, what should I know about Irene?"
114346,brand,Bigonist,Tell me about Bigonist.,"As a patient, what should I know about Bigonist?","As a physician, what should I know about Bigonist?"
114432,brand,Contego,Tell me about Contego.,"As a patient, what should I know about Contego?","As a physician, what should I know about Contego?"
114494,brand,Ebvallo,Tell me about Ebvallo.,"As a patient, what should I know about Ebvallo?","As a physician, what should I know about Ebvallo?"
