concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,stem_effective_preferred_position,stem_effective_brand_position,stem_effective_question,stem_safe_preferred_position,stem_safe_brand_position,stem_safe_question,stem_associated with side effects_preferred_position,stem_associated with side effects_brand_position,stem_associated with side effects_question,stem_likely to make me sick_preferred_position,stem_likely to make me sick_brand_position,stem_likely to make me sick_question,stem_inferred_effective,stem_inferred_safe,stem_inferred_associated with side effects,stem_inferred_likely to make me sick
514,preferred name,4591,Tremelimumab,brand name,4595,Imjudo,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Imjudo, 2: Tremelimumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Tremelimumab, 2: Imjudo",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Imjudo, 2: Tremelimumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Imjudo, 2: Tremelimumab",2,2,2,2
515,preferred name,4596,Treosulfan,brand name,4597,Ovastat,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ovastat, 2: Treosulfan",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ovastat, 2: Treosulfan",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Treosulfan, 2: Ovastat",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Treosulfan, 2: Ovastat",2,2,2,I
516,preferred name,4599,Trifluridine and tipiracil,brand name,4603,Lonsurf,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Lonsurf, 2: Trifluridine and tipiracil",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Trifluridine and tipiracil, 2: Lonsurf",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Lonsurf, 2: Trifluridine and tipiracil",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Lonsurf, 2: Trifluridine and tipiracil",2,2,2,2
518,preferred name,5334,Triptorelin,brand name,5338,Decapeptyl,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Decapeptyl, 2: Triptorelin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Decapeptyl, 2: Triptorelin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Decapeptyl, 2: Triptorelin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Decapeptyl, 2: Triptorelin",2,2,2,2
527,preferred name,5385,Valproate,brand name,5387,Depacon,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Depacon, 2: Valproate",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Depacon, 2: Valproate",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Depacon, 2: Valproate",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Depacon, 2: Valproate",2,2,2,2
528,preferred name,5397,Valrubicin,brand name,5399,Valstar,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Valstar, 2: Valrubicin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Valrubicin, 2: Valstar",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Valstar, 2: Valrubicin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Valrubicin, 2: Valstar",2,2,2,2
529,preferred name,5401,Vandetanib,brand name,5404,Caprelsa,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vandetanib, 2: Caprelsa",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vandetanib, 2: Caprelsa",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Caprelsa, 2: Vandetanib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Vandetanib, 2: Caprelsa",2,2,2,2
533,preferred name,5414,Vemurafenib,brand name,5418,Zelboraf,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vemurafenib, 2: Zelboraf",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Zelboraf, 2: Vemurafenib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Zelboraf, 2: Vemurafenib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Zelboraf, 2: Vemurafenib",2,2,2,2
534,preferred name,5419,Venetoclax,brand name,5422,Venclexta,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Venetoclax, 2: Venclexta",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Venetoclax, 2: Venclexta",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Venclexta, 2: Venetoclax",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Venetoclax, 2: Venclexta",2,2,2,2
535,preferred name,5424,Vinblastine,brand name,5430,Alkaban-AQ,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vinblastine, 2: Alkaban-AQ",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Alkaban-AQ, 2: Vinblastine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Vinblastine, 2: Alkaban-AQ",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Vinblastine, 2: Alkaban-AQ",2,2,2,2
536,preferred name,5446,Vincristine,brand name,5451,Alcrist,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vincristine, 2: Alcrist",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Alcrist, 2: Vincristine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Vincristine, 2: Alcrist",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Alcrist, 2: Vincristine",1,2,1,2
537,preferred name,5486,Vincristine liposomal,brand name,5489,Marqibo,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vincristine liposomal, 2: Marqibo",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vincristine liposomal, 2: Marqibo",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Marqibo, 2: Vincristine liposomal",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Marqibo, 2: Vincristine liposomal",2,2,2,2
538,preferred name,5490,Vindesine,brand name,5496,Eldesine,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Eldesine, 2: Vindesine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vindesine, 2: Eldesine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Eldesine, 2: Vindesine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Eldesine, 2: Vindesine",2,2,2,2
539,preferred name,5502,Vinflunine,brand name,5503,Javlor,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Javlor, 2: Vinflunine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vinflunine, 2: Javlor",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Javlor, 2: Vinflunine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Vinflunine, 2: Javlor",2,2,2,2
540,preferred name,5504,Vinorelbine,brand name,5508,Binorel,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Binorel, 2: Vinorelbine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Binorel, 2: Vinorelbine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Vinorelbine, 2: Binorel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Binorel, 2: Vinorelbine",2,2,1,2
541,preferred name,5518,Vismodegib,brand name,5520,Erivedge,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vismodegib, 2: Erivedge",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vismodegib, 2: Erivedge",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Erivedge, 2: Vismodegib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Vismodegib, 2: Erivedge",2,2,2,2
545,preferred name,5543,Vorinostat,brand name,5544,Zolinza,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vorinostat, 2: Zolinza",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Zolinza, 2: Vorinostat",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Zolinza, 2: Vorinostat",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Vorinostat, 2: Zolinza",2,2,2,2
548,preferred name,5596,Zidovudine,brand name,5600,Aztec,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Zidovudine, 2: Aztec",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Aztec, 2: Zidovudine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Zidovudine, 2: Aztec",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Zidovudine, 2: Aztec",I,2,1,1
549,preferred name,5602,Ziv-aflibercept,brand name,5605,Zaltrap,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ziv-aflibercept, 2: Zaltrap",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Zaltrap, 2: Ziv-aflibercept",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Ziv-aflibercept, 2: Zaltrap",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Zaltrap, 2: Ziv-aflibercept",2,2,2,2
3231,preferred name,5620,Capmatinib,brand name,5623,Tabrecta,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Capmatinib, 2: Tabrecta",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Capmatinib, 2: Tabrecta",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Capmatinib, 2: Tabrecta",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Tabrecta, 2: Capmatinib",2,2,2,2
3563,preferred name,5625,Enfortumab vedotin,brand name,5628,Padcev,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Enfortumab vedotin, 2: Padcev",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Padcev, 2: Enfortumab vedotin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Enfortumab vedotin, 2: Padcev",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Enfortumab vedotin, 2: Padcev",2,2,2,2
3590,preferred name,5629,Trastuzumab deruxtecan,brand name,5632,Enhertu,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Enhertu, 2: Trastuzumab deruxtecan",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Enhertu, 2: Trastuzumab deruxtecan",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Trastuzumab deruxtecan, 2: Enhertu",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Trastuzumab deruxtecan, 2: Enhertu",2,2,2,2
3652,preferred name,5633,Abarelix,brand name,5634,Plenaxis,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Plenaxis, 2: Abarelix",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Plenaxis, 2: Abarelix",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Plenaxis, 2: Abarelix",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Abarelix, 2: Plenaxis",2,2,2,2
4380,preferred name,5635,Belantamab mafodotin,brand name,5638,Blenrep,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Blenrep, 2: Belantamab mafodotin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Blenrep, 2: Belantamab mafodotin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Blenrep, 2: Belantamab mafodotin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Belantamab mafodotin, 2: Blenrep",2,2,2,2
4683,preferred name,5639,Tucatinib,brand name,5643,Tukysa,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Tukysa, 2: Tucatinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Tukysa, 2: Tucatinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Tucatinib, 2: Tukysa",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Tukysa, 2: Tucatinib",2,2,2,2
4940,preferred name,5644,Daratumumab and hyaluronidase,brand name,5646,Darzalex Faspro,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Daratumumab and hyaluronidase, 2: Darzalex Faspro",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Darzalex Faspro, 2: Daratumumab and hyaluronidase",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Daratumumab and hyaluronidase, 2: Darzalex Faspro",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Daratumumab and hyaluronidase, 2: Darzalex Faspro",2,2,2,2
6008,preferred name,5648,Alitretinoin,brand name,5651,Panretin,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Panretin, 2: Alitretinoin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Alitretinoin, 2: Panretin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Alitretinoin, 2: Panretin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Panretin, 2: Alitretinoin",2,2,2,2
6632,preferred name,5656,Brexucabtagene autoleucel,brand name,5658,Tecartus,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Tecartus, 2: Brexucabtagene autoleucel",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Brexucabtagene autoleucel, 2: Tecartus",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Tecartus, 2: Brexucabtagene autoleucel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Tecartus, 2: Brexucabtagene autoleucel",2,2,2,2
10396,preferred name,5661,Alpelisib,brand name,5663,Piqray,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Piqray, 2: Alpelisib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Alpelisib, 2: Piqray",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Piqray, 2: Alpelisib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Piqray, 2: Alpelisib",2,2,2,2
10767,preferred name,5664,Amonafide,brand name,5665,Quinamed,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Amonafide, 2: Quinamed",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Quinamed, 2: Amonafide",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Quinamed, 2: Amonafide",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Amonafide, 2: Quinamed",2,2,2,2
11533,preferred name,5668,Amoxicillin,brand name,5669,Amoxi,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Amoxicillin, 2: Amoxi",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Amoxicillin, 2: Amoxi",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Amoxi, 2: Amoxicillin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Amoxi, 2: Amoxicillin",2,2,2,2
12637,preferred name,5678,Aumolertinib,brand name,5681,Amelie,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Aumolertinib, 2: Amelie",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Amelie, 2: Aumolertinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Amelie, 2: Aumolertinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Aumolertinib, 2: Amelie",I,2,2,2
13351,preferred name,5688,Pemigatinib,brand name,5690,Pemazyre,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pemigatinib, 2: Pemazyre",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pemazyre, 2: Pemigatinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pemazyre, 2: Pemigatinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pemazyre, 2: Pemigatinib",2,2,2,2
13651,preferred name,5691,Ripretinib,brand name,5693,Qinlock,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ripretinib, 2: Qinlock",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ripretinib, 2: Qinlock",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Qinlock, 2: Ripretinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Ripretinib, 2: Qinlock",2,2,2,2
13759,preferred name,5696,Selpercatinib,brand name,5698,Retevmo,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Retevmo, 2: Selpercatinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Retevmo, 2: Selpercatinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Retevmo, 2: Selpercatinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Selpercatinib, 2: Retevmo",2,2,2,2
14235,preferred name,5700,Decitabine and cedazuridine,brand name,5702,Inqovi,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Decitabine and cedazuridine, 2: Inqovi",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Decitabine and cedazuridine, 2: Inqovi",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Inqovi, 2: Decitabine and cedazuridine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Decitabine and cedazuridine, 2: Inqovi",2,2,2,1
14330,preferred name,5704,Bismuth subsalicylate,brand name,5705,Pepto-Bismol,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Bismuth subsalicylate, 2: Pepto-Bismol",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Bismuth subsalicylate, 2: Pepto-Bismol",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Bismuth subsalicylate, 2: Pepto-Bismol",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Bismuth subsalicylate, 2: Pepto-Bismol",2,2,2,1
14742,preferred name,5706,Camrelizumab,brand name,5709,AiRuiKa,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: AiRuiKa, 2: Camrelizumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: AiRuiKa, 2: Camrelizumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: AiRuiKa, 2: Camrelizumab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Camrelizumab, 2: AiRuiKa",2,2,2,2
18352,preferred name,5711,Relugolix,brand name,5713,Orgovyx,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Relugolix, 2: Orgovyx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Relugolix, 2: Orgovyx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Relugolix, 2: Orgovyx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Relugolix, 2: Orgovyx",2,2,2,2
18359,preferred name,5715,Elacestrant,brand name,5717,Orserdu,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Orserdu, 2: Elacestrant",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Orserdu, 2: Elacestrant",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Orserdu, 2: Elacestrant",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Elacestrant, 2: Orserdu",2,2,2,I
18846,preferred name,5720,Trimetrexate,brand name,5722,Neutrexin,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Neutrexin, 2: Trimetrexate",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Trimetrexate, 2: Neutrexin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Trimetrexate, 2: Neutrexin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Neutrexin, 2: Trimetrexate",2,2,2,2
19782,preferred name,5725,Tepotinib,brand name,5729,Tepmetko,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Tepotinib, 2: Tepmetko",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Tepotinib, 2: Tepmetko",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Tepotinib, 2: Tepmetko",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Tepotinib, 2: Tepmetko",2,2,2,2
